sample_name	ecotype	organ	flight	light	osd_id	omics_type	full_sample_id	hardware	cfd_hardware	gravity_key	cfd_scale	gravity_g	g_bl_mol_m2_s	delta_mm	sherwood	dC_CO2_mean_bl	o2_excess_ppm_bl	u_max	Ra_H2O	dC_H2O_mean	dC_H2O_peak	dC_CO2_mean	dC_CO2_peak	dC_O2_mean	dC_O2_peak	surf_dC_H2O_hw	surf_dC_CO2_hw	dishmean_CO2_hw	carbon_12h_pct_earth	A_start_umol_m2_s	A_end_umol_m2_s	net_assimilation_pct	co2_drawdown_mean_ppm	co2_drawdown_peak_ppm	o2_buildup_mean_ppm	enclosure_type	co2_depletion_min	co2_stress_hr	o2_hypoxia_days	earth_equiv_fan_cm_s	has_forced_airflow	fan_cm_s
Ground_control_phyD_Light_bio_rep3	Col-0	unknown	GC	light	OSD-678	RNAseq	OSD-678__Ground_control_phyD_Light_bio_rep3	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Ground_control_phyD_Light_bio_rep2	Col-0	unknown	GC	light	OSD-678	RNAseq	OSD-678__Ground_control_phyD_Light_bio_rep2	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Flight_Ws_Dark_bio_rep3	WS	unknown	FLT	dark	OSD-678	RNAseq	OSD-678__Flight_Ws_Dark_bio_rep3	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_Ws_Dark_bio_rep2	WS	unknown	FLT	dark	OSD-678	RNAseq	OSD-678__Flight_Ws_Dark_bio_rep2	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_Ws_Dark_bio_rep1	WS	unknown	FLT	dark	OSD-678	RNAseq	OSD-678__Flight_Ws_Dark_bio_rep1	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_phyD_Dark_bio_rep3	Col-0	unknown	FLT	dark	OSD-678	RNAseq	OSD-678__Flight_phyD_Dark_bio_rep3	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_phyD_Dark_bio_rep2	Col-0	unknown	FLT	dark	OSD-678	RNAseq	OSD-678__Flight_phyD_Dark_bio_rep2	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_phyD_Dark_bio_rep1	Col-0	unknown	FLT	dark	OSD-678	RNAseq	OSD-678__Flight_phyD_Dark_bio_rep1	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Ground_control_phyD_Light_bio_rep1	Col-0	unknown	GC	light	OSD-678	RNAseq	OSD-678__Ground_control_phyD_Light_bio_rep1	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Flight_Col-0_Dark_bio_rep3	Col-0	leaf	FLT	dark	OSD-678	RNAseq	OSD-678__Flight_Col-0_Dark_bio_rep3	Veggie	VEGGIE	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Flight_Col-0_Dark_bio_rep2	Col-0	leaf	FLT	dark	OSD-678	RNAseq	OSD-678__Flight_Col-0_Dark_bio_rep2	Veggie	VEGGIE	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Flight_Col-0_Dark_bio_rep1	Col-0	leaf	FLT	dark	OSD-678	RNAseq	OSD-678__Flight_Col-0_Dark_bio_rep1	Veggie	VEGGIE	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Flight_Ws_Light_bio_rep3	WS	unknown	FLT	light	OSD-678	RNAseq	OSD-678__Flight_Ws_Light_bio_rep3	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_Ws_Light_bio_rep2	WS	unknown	FLT	light	OSD-678	RNAseq	OSD-678__Flight_Ws_Light_bio_rep2	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_Ws_Light_bio_rep1	WS	unknown	FLT	light	OSD-678	RNAseq	OSD-678__Flight_Ws_Light_bio_rep1	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_phyD_Light_bio_rep3	Col-0	unknown	FLT	light	OSD-678	RNAseq	OSD-678__Flight_phyD_Light_bio_rep3	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_phyD_Light_bio_rep2	Col-0	unknown	FLT	light	OSD-678	RNAseq	OSD-678__Flight_phyD_Light_bio_rep2	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_phyD_Light_bio_rep1	Col-0	unknown	FLT	light	OSD-678	RNAseq	OSD-678__Flight_phyD_Light_bio_rep1	Veggie	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Flight_Col-0_Light_bio_rep3	Col-0	leaf	FLT	light	OSD-678	RNAseq	OSD-678__Flight_Col-0_Light_bio_rep3	Veggie	VEGGIE	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Ground_control_Col-0_Light_bio_rep3	Col-0	leaf	GC	light	OSD-678	RNAseq	OSD-678__Ground_control_Col-0_Light_bio_rep3	Veggie	VEGGIE	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Flight_Col-0_Light_bio_rep2	Col-0	leaf	FLT	light	OSD-678	RNAseq	OSD-678__Flight_Col-0_Light_bio_rep2	Veggie	VEGGIE	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Flight_Col-0_Light_bio_rep1	Col-0	leaf	FLT	light	OSD-678	RNAseq	OSD-678__Flight_Col-0_Light_bio_rep1	Veggie	VEGGIE	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Ground_control_Ws_Dark_bio_rep3	WS	unknown	GC	dark	OSD-678	RNAseq	OSD-678__Ground_control_Ws_Dark_bio_rep3	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Ground_control_Ws_Dark_bio_rep2	WS	unknown	GC	dark	OSD-678	RNAseq	OSD-678__Ground_control_Ws_Dark_bio_rep2	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Ground_control_Ws_Dark_bio_rep1	WS	unknown	GC	dark	OSD-678	RNAseq	OSD-678__Ground_control_Ws_Dark_bio_rep1	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Ground_control_phyD_Dark_bio_rep3	Col-0	unknown	GC	dark	OSD-678	RNAseq	OSD-678__Ground_control_phyD_Dark_bio_rep3	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Ground_control_phyD_Dark_bio_rep2	Col-0	unknown	GC	dark	OSD-678	RNAseq	OSD-678__Ground_control_phyD_Dark_bio_rep2	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Ground_control_phyD_Dark_bio_rep1	Col-0	unknown	GC	dark	OSD-678	RNAseq	OSD-678__Ground_control_phyD_Dark_bio_rep1	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Ground_control_Col-0_Dark_bio_rep3	Col-0	leaf	GC	dark	OSD-678	RNAseq	OSD-678__Ground_control_Col-0_Dark_bio_rep3	Veggie	VEGGIE	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Ground_control_Col-0_Dark_bio_rep2	Col-0	leaf	GC	dark	OSD-678	RNAseq	OSD-678__Ground_control_Col-0_Dark_bio_rep2	Veggie	VEGGIE	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Ground_control_Col-0_Light_bio_rep2	Col-0	leaf	GC	light	OSD-678	RNAseq	OSD-678__Ground_control_Col-0_Light_bio_rep2	Veggie	VEGGIE	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Ground_control_Col-0_Light_bio_rep1	Col-0	leaf	GC	light	OSD-678	RNAseq	OSD-678__Ground_control_Col-0_Light_bio_rep1	Veggie	VEGGIE	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Atha_WT-Col-0_sl_FLT_Rep1_G1S1	Col-0	whole_seedling	FLT	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_FLT_Rep1_G1S1	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep2_G1S2	Col-0	whole_seedling	FLT	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_FLT_Rep2_G1S2	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep3_G1S3	Col-0	whole_seedling	FLT	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_FLT_Rep3_G1S3	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep1_G2S1	Col-0	whole_seedling	GC	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_GC_Rep1_G2S1	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep2_G2S2	Col-0	whole_seedling	GC	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_GC_Rep2_G2S2	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep3_G2S3	Col-0	whole_seedling	GC	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_GC_Rep3_G2S3	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep1_n2-1	Col-0	whole_seedling	GC	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_LN2_Rep1_n2-1	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep2_n2-2	Col-0	whole_seedling	GC	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_LN2_Rep2_n2-2	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep3_n2-3	Col-0	whole_seedling	GC	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_LN2_Rep3_n2-3	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep1_rl1	Col-0	whole_seedling	GC	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_RNAlat_Rep1_rl1	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep2_rl2	Col-0	whole_seedling	GC	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_RNAlat_Rep2_rl2	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep3_rl3	Col-0	whole_seedling	GC	light	OSD-38	RNAseq	OSD-38__Atha_WT-Col-0_sl_RNAlat_Rep3_rl3	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WS-0_Whole-Plant_FLT_Rep1	WS	whole_seedling	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Whole-Plant_FLT_Rep1	APEX-TAGES	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WS-0_Whole-Plant_FLT_Rep2	WS	whole_seedling	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Whole-Plant_FLT_Rep2	APEX-TAGES	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WS-0_Whole-Plant_FLT_Rep3	WS	whole_seedling	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Whole-Plant_FLT_Rep3	APEX-TAGES	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WS-0_Whole-Plant_GC_Rep1	WS	whole_seedling	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Whole-Plant_GC_Rep1	APEX-TAGES	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WS-0_Whole-Plant_GC_Rep2	WS	whole_seedling	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Whole-Plant_GC_Rep2	APEX-TAGES	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WS-0_Whole-Plant_GC_Rep3	WS	whole_seedling	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Whole-Plant_GC_Rep3	APEX-TAGES	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WS-0_Col-0_Shoot_FLT_Rep1	Col-0	shoot	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_FLT_Rep1	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Shoot_FLT_Rep2	Col-0	shoot	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_FLT_Rep2	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Shoot_FLT_Rep3	Col-0	shoot	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_FLT_Rep3	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Shoot_FLT_Rep4	Col-0	shoot	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_FLT_Rep4	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Shoot_FLT_Rep5	Col-0	shoot	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_FLT_Rep5	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Shoot_GC_Rep1	Col-0	shoot	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_GC_Rep1	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Shoot_GC_Rep2	Col-0	shoot	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_GC_Rep2	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Shoot_GC_Rep3	Col-0	shoot	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_GC_Rep3	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Shoot_GC_Rep4	Col-0	shoot	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_GC_Rep4	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Shoot_GC_Rep5	Col-0	shoot	GC	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Shoot_GC_Rep5	APEX-TAGES	BRIC	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	sealed				2.8	0	0.0
Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1	Col-0	hypocotyl	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2	Col-0	hypocotyl	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3	Col-0	hypocotyl	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4	Col-0	hypocotyl	FLT	light	OSD-7	microarray	OSD-7__Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4	APEX-TAGES	BRIC	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.245	0.312	-0.103	1.0	3.82	0.0	97.9	7.8	8.9	5.1	sealed	7.0	9.4	6.5	2.8	0	0.0
