	Endodermis	Trichoblast	Columella	Phloem Pole Pericycle	Metaphloem & Companion Cell	Cortex	Lateral Root Cap	Atrichoblast	Xylem Pole Pericycle	Procambium	Protoxylem	Metaxylem	Protophloem
AT3G05850	0.054992087	0.06427576	0.05662724	0.06062448	0.032430038	0.03725016	0.061948266	0.04358367	0.052516054	0.04020909	0.07429261	0.023495007	0.06451014
AT3G05858	0.0	0.0018561645	0.0	0.0	0.013806389	0.0	0.0	0.0020748938	0.00013290424	0.0	0.19968891	0.014469164	0.0
AT3G05860	0.0007270151	0.009778717	0.0	0.0010692998	0.0029317567	0.0029591422	0.0	0.02701008	0.0	0.0	0.0	0.0	0.0
AT3G05870	0.0651199	0.036928143	0.11046389	0.04639063	0.046463784	0.071942195	0.12472971	0.06609612	0.074227676	0.0876829	0.08834264	0.10199233	0.016148947
AT3G05880	1.1299273	1.0896735	2.747082	2.0966127	2.275364	2.1246428	2.405794	1.5962145	1.5693365	2.466047	2.9239266	2.852612	3.0493739
AT3G05890	1.7865336	1.4617326	1.6255995	1.5289552	1.8551308	2.1532125	2.1836512	1.8657811	1.4518415	1.9757849	2.1906643	2.2428617	1.9801984
AT3G05905	0.01090265	0.0007976452	0.0017495152	0.0067005144	0.015385541	0.011592458	0.00083188526	0.013282612	0.007593654	0.018111642	0.0058264616	0.0018617982	0.022708645
AT3G05900	0.0016576506	0.0	0.0	0.0	0.0	0.002260349	0.0005142012	0.0065547954	0.0017301673	0.0023582748	0.00050266885	0.0042857258	0.004638017
AT3G05910	0.7392848	0.22486462	0.088371314	0.63363326	0.88652456	0.9835287	0.048947316	0.42261586	0.47836193	0.53225744	1.0531482	0.97478724	0.8589379
AT3G05920	1.5780818	0.98240834	0.08465294	0.1371202	0.13973731	0.24925669	0.061082013	0.56079173	0.123054355	0.112784564	0.12875569	0.09992403	0.15069003
AT3G05936	0.0935325	0.07829347	0.014960326	0.08026249	0.102337904	0.107642755	0.008675096	0.08881938	0.04270272	0.027083473	0.0034672644	0.02506052	0.08362153
AT3G05937	0.023859367	0.0074245725	0.2836445	0.04727411	0.0030222763	0.014599893	0.16629097	0.012034046	0.009707922	0.0011056366	0.0	0.0	0.0
AT3G05940	0.051367916	0.04566676	0.07578349	0.059412953	0.028127853	0.04533763	0.08863267	0.052234728	0.03472374	0.028652003	0.076803125	0.07853744	0.12155819
AT3G05970	0.14665179	0.19688995	0.169682	0.15165871	0.049478356	0.16284323	0.20829166	0.22250378	0.13070288	0.11198155	0.1593277	0.17847557	0.034381833
AT3G05980	0.014005385	0.09511336	0.015702361	0.009122348	0.018664887	0.053962104	0.20005901	0.0735568	0.010161522	0.010892562	0.006703746	0.037123013	0.028464966
AT3G05990	0.4281738	0.48815557	0.24286956	0.055239998	0.06599305	0.18535438	0.15612203	0.2797566	0.0714842	0.091723785	0.12498487	0.05438593	0.74198455
AT3G06010	0.04313318	0.030919554	0.07847888	0.026757782	0.017119791	0.043825977	0.08114053	0.0550349	0.06123568	0.037993122	0.030036546	0.017985346	0.07885469
AT3G06020	0.000619025	0.000105082	0.0	0.034098983	0.0020983876	0.0	0.0	0.0	0.0027413256	0.001591404	0.0011842094	0.0	0.0
AT3G06030	0.009003983	0.0061726575	0.0034965	0.0070216917	0.0017005734	0.0043879002	0.03039964	0.014214445	0.010883054	0.008399454	0.012725964	0.0	0.0
AT3G06035	0.11060618	0.10670339	0.13031131	0.41855633	0.46410385	0.47459227	0.7075239	0.22764176	0.31207338	0.2237517	1.9795871	0.81071347	1.3638955
AT3G06040	0.10301896	0.20612013	0.1066105	0.11715048	0.1530566	0.09808152	0.1964816	0.16173963	0.23087363	0.1000807	0.033728905	0.27005187	0.073740415
AT3G06050	0.57640177	0.967869	0.42405647	0.70056224	0.7259266	0.7366939	0.66156113	0.60316944	0.8791715	0.61055946	0.32137656	0.6907323	0.3741295
AT3G06060	0.20664743	0.44610494	0.12427337	0.16950129	0.13525984	0.29317468	0.24503803	0.24502268	0.1954163	0.15490125	0.23150247	0.45684114	0.22982937
AT3G06070	0.057729542	0.0445811	0.0	0.07345814	0.07201102	0.09682015	0.00822539	0.046834074	0.027276551	0.10694352	0.009721102	0.19484705	0.07486705
AT3G06080	0.045114312	0.018431116	0.09658684	0.18524627	0.16255656	0.20601846	0.038757768	0.04765382	0.12312118	0.11014977	0.121456906	0.08722829	0.09646433
AT3G06100	0.0	0.0018233085	0.0	0.0013373474	0.0022962878	0.0022285732	0.0	0.0	0.005463651	0.0030911139	0.0	0.0072069173	0.0
AT3G06110	0.19387662	0.034577273	0.060089838	0.27944836	0.093427554	0.06350086	0.053811707	0.02981707	0.19443992	0.12535736	0.07205746	0.12172685	0.072672196
AT3G06125	0.859344	0.12861197	0.11217967	0.11837193	0.108272016	0.38312158	0.11612353	0.11990282	0.2962248	0.61237824	0.077988274	0.31114802	0.10299369
AT3G06130	0.11872016	0.0025280956	0.068579294	0.055641346	0.026425863	0.037576277	0.16160807	0.0272676	0.064815596	0.10134569	0.015548177	0.08322546	0.020716263
AT3G06140	0.06334669	0.028072387	0.02648709	0.032837357	0.06762432	0.13005325	0.07207535	0.049191825	0.047737967	0.09705364	0.16923405	0.16829856	0.1918025
AT3G06145	0.0	0.0	0.0	0.0	0.0010125646	0.0043741707	0.0014032391	0.0016760492	0.00340176	0.0	0.0	0.0	0.10464755
AT3G06150	0.0399189	0.11780885	0.016786896	0.057797052	0.06393266	0.14888036	0.13919587	0.2366526	0.046104357	0.045127083	0.019251836	0.047206674	0.07064427
AT3G06170	0.16627719	0.22736382	0.23959482	0.1236977	0.11708995	0.20618592	0.16825956	0.34752443	0.10353939	0.096068464	0.111003876	0.08831249	0.25142267
AT3G06180	0.1669831	0.1731195	0.077873215	0.12301895	0.09490363	0.13345471	0.22867826	0.16635859	0.104433045	0.072796464	0.16322576	0.08183497	0.16953261
AT3G06190	0.16957733	0.18090482	0.19383359	0.119826026	0.08185118	0.13740905	0.20810589	0.13777126	0.11387439	0.103079945	0.24451011	0.069234416	0.18745118
AT3G06200	0.15891369	0.019057887	0.045227904	0.06533272	0.034470778	0.03893165	0.06951867	0.029255373	0.08209537	0.04214667	0.023680352	0.09429416	0.041933157
AT3G06210	0.027151158	0.007891427	0.032074966	0.025184516	0.018947706	0.022258192	0.05177451	0.027860448	0.022535043	0.02615104	0.018544456	0.021908892	0.0051808073
AT3G06240	0.10135329	0.12902212	0.1051792	0.07623895	0.10392198	0.08215579	0.15639432	0.071486585	0.07785474	0.0634977	0.22854228	0.12644207	0.13799061
AT3G06250	0.042807166	0.075320244	0.20367813	0.031461317	0.01430212	0.07064178	0.1298075	0.08904145	0.03090788	0.027561605	0.05944426	0.04466901	0.014218898
AT3G06270	0.03454144	0.012454252	0.01764819	0.008258146	0.016305555	0.039745055	0.0036587452	0.0093393205	0.02869177	0.02227125	0.030378472	0.028990142	0.0101038525
AT3G06290	0.030104207	0.04136579	0.07631748	0.014586575	0.031811513	0.02045501	0.059157174	0.0494253	0.028251234	0.02290548	0.0149432905	0.056883626	0.008831794
AT3G06300	0.37114993	1.2862194	0.26722807	0.17427967	0.2280053	0.68200845	0.42727	0.99484515	0.23985611	0.17619745	0.41546252	0.3411347	0.22594677
AT3G06310	0.3333928	0.37790546	0.2641812	0.3724815	0.5940764	0.3097802	0.34459084	0.23856619	0.45187488	0.40600926	0.2786892	0.5714896	0.25664133
AT3G06320	0.06452569	0.10285871	0.084580585	0.052429393	0.076904155	0.04825586	0.20923251	0.116538584	0.19014247	0.1636418	0.0246325	0.2244532	0.03843826
AT3G06330	0.06074134	0.005188049	0.014738663	0.16365385	0.030777473	0.048289627	0.005451178	0.008027927	0.1351751	0.23719424	0.073435895	0.16847566	0.02465157
AT3G06340	0.030359786	0.03540947	0.052186765	0.015269009	0.026730074	0.027059563	0.03927014	0.03831055	0.018097846	0.02498449	0.01673873	0.027097205	0.04543933
AT3G06350	0.5879766	0.2795412	0.27442387	0.83581877	0.30505037	0.54287755	0.23335752	0.3213545	0.8362603	0.7965406	0.5943295	0.5900946	0.2461571
AT3G06360	0.019014064	0.0006310606	0.01465573	0.10815738	0.18248557	0.0014618404	0.0026886216	0.0038572778	0.040771376	0.087615505	0.017486107	0.08820939	0.017724592
AT3G06370	0.0049443603	0.042652197	0.0072853	0.008182204	0.018793624	0.0097015025	0.0027923905	0.053667583	0.006027431	0.18894218	0.039264318	0.10418505	0.019872906
AT3G06380	0.38046944	0.12853059	0.22291045	0.2947146	0.38854942	0.17948452	0.10398448	0.18910196	0.19655967	0.18052872	0.061929602	0.15920533	0.11639618
AT3G06390	0.03680361	0.0074031586	0.012761302	0.0046983156	0.004632879	0.010931713	0.005898235	0.019876383	0.0028312572	0.007105057	0.02005625	0.0018617982	0.04518639
AT3G06400	0.11705555	0.11411621	0.3549115	0.06497797	0.076446034	0.13245845	0.24388422	0.15378092	0.07712086	0.06514492	0.14352465	0.061921563	0.09433209
AT3G06410	0.22010234	0.14363436	0.2776223	0.12519152	0.13516083	0.19379964	0.26405936	0.14962424	0.15369678	0.1321618	0.09018678	0.19206916	0.1269377
AT3G06420	1.4808471	1.9326649	2.013204	0.63013214	0.74576527	1.3952749	1.8726681	1.6585304	0.7190916	0.8784045	1.5169686	0.5389993	1.4443567
AT3G06430	0.010098309	0.0043244692	0.023423549	0.03597178	0.015532682	0.0070297066	0.040529046	0.015467133	0.053520747	0.019330738	0.0	0.01642024	0.0
AT3G06435	0.0027145562	0.0023741622	0.0022966855	0.055039987	0.106938265	0.00011291678	0.008785416	0.0010303621	0.0070547736	0.0077286884	0.000953918	0.0011951893	0.019510543
AT3G06440	0.044853408	0.024999421	0.04732473	0.07550874	0.061394803	0.07853368	0.07006257	0.042285696	0.029720614	0.025921706	0.028820738	0.08805381	0.04964679
AT3G06450	0.053145606	0.008900137	0.008951014	0.07241291	0.02952754	0.07310496	0.0030282266	0.004423063	0.0777317	0.06026777	0.04421759	0.1232741	0.052306943
AT3G06455	0.022865348	0.034128446	0.03088234	0.012253826	0.023635944	0.01868829	0.030596554	0.019126419	0.017245678	0.018512469	0.011126224	0.01048596	0.0
AT3G06460	0.0138480505	0.013421062	0.0048183664	0.01336532	0.028654996	0.009617693	0.3027504	0.00935158	0.02035889	0.017215455	0.02949238	0.0	0.01732763
AT3G06470	0.014410255	0.081215076	0.037604973	0.0051539177	0.011172471	0.039553512	0.053067986	0.036451716	0.010713059	0.0061152275	0.022246245	0.01994645	0.059717212
AT3G06480	0.020824911	0.01895904	0.071155645	0.020600062	0.014537006	0.023455482	0.043869715	0.035026386	0.01132717	0.011357357	0.0096568195	0.0027027025	0.014454132
AT3G06483	0.049476042	0.026849926	0.13165542	0.075281136	0.046389256	0.058338128	0.13307115	0.02506934	0.098533705	0.072867885	0.01185116	0.08601067	0.049138803
AT3G06490	0.024938926	0.04084216	0.094496794	0.021196496	0.077899106	0.026224298	0.033712223	0.0411502	0.07066639	0.13606912	0.07945481	0.05314386	0.011421651
AT3G06500	0.36410534	0.6097995	0.75699806	0.23838928	0.2621879	0.49755368	0.62895495	0.6362521	0.2972752	0.32057425	0.42779198	0.27801687	0.45240217
AT3G06510	0.038584776	0.06928075	0.08247902	0.07992629	0.088682935	0.06893675	0.11720832	0.033811405	0.12510926	0.07878196	0.017816916	0.054408386	0.041519966
AT3G06520	0.07492343	0.07322053	0.06593729	0.06729795	0.0719372	0.07240324	0.09567369	0.085296765	0.07920717	0.05357772	0.09305026	0.061265778	0.069855474
AT3G06530	0.035214037	0.0024967638	0.029253619	0.0009831866	0.0016320954	0.010764666	0.047946002	0.02505558	0.017535914	0.005508907	0.002698898	0.0	0.0
AT3G06540	0.10317521	0.09359008	0.13144755	0.08077236	0.046388064	0.091505185	0.1673213	0.10482831	0.091849685	0.047520034	0.053034786	0.015527045	0.06891212
AT3G06545	0.00046922293	0.0005638459	0.0013076115	0.0	0.0	0.00063860684	0.0007858298	0.00023043758	0.0	0.0002347957	0.0	0.0	0.0
AT3G06550	0.060773514	0.07176258	0.19623198	0.117238775	0.14085865	0.103651136	0.29419237	0.16702247	0.092380784	0.10416774	0.10215106	0.17204456	0.32276013
AT3G06570	0.037764803	0.025976997	0.019529456	0.04223265	0.008376888	0.020241262	0.03104501	0.00949162	0.04227922	0.0461805	0.0019343368	0.04670352	0.009818824
AT3G06580	0.337101	0.31920645	0.28542987	0.35037458	0.26061833	0.39637303	0.3848881	0.3133029	0.3142584	0.31349745	0.19087477	0.3690269	0.19284503
AT3G06590	0.8854501	0.17567185	0.12630272	0.77266616	0.2877173	0.2685706	0.18177724	0.13813414	0.48107758	0.6157505	0.45259133	0.5361742	0.7821071
AT3G06600	0.028419554	0.027248204	0.0053426647	0.033498123	0.03836313	0.027088054	0.02087209	0.039385483	0.03262536	0.023462836	0.034963034	0.04871613	0.056606986
AT3G06610	0.3021832	0.33150578	0.20140277	0.30667987	0.4277706	0.19998533	0.31422976	0.23647636	0.4940424	0.31825587	0.1808459	0.5275791	0.28986412
AT3G06620	0.098201506	0.08178813	0.10461938	0.048441045	0.011565886	0.08121755	0.063477084	0.06402511	0.028747264	0.05004382	0.026643995	0.022802314	0.031155586
AT3G06630	0.0018281314	0.0006193103	0.0010090899	0.0	0.0	0.0008751589	0.00036300143	0.0005330905	0.0	0.0	0.0010163622	0.0	0.0
AT3G06650	0.63687456	0.30218005	0.2312397	0.1792191	0.2810789	0.82935077	0.5803652	0.48468322	0.4356555	0.5027756	0.60788274	0.8093387	0.17478772
AT3G66652	0.0160031	0.00014952075	0.018095257	0.003601747	0.004787246	0.0032401187	0.015157888	0.0064428886	0.0073283645	0.0052834777	0.0	0.006375547	0.0
AT3G66654	0.51392716	0.39993167	0.36091152	0.426296	0.29786792	0.4331202	0.31653568	0.36005303	0.37970465	0.35222122	0.42623863	0.5053031	0.42098153
AT3G66658	0.052690007	0.099451676	0.056266643	0.045078117	0.04070101	0.05647279	0.115951054	0.08855787	0.054188944	0.069417655	0.037757203	0.15857531	0.055954304
AT3G06660	0.019949235	0.006989907	0.02140313	0.0062531666	0.012523237	0.014077204	0.041711934	0.01037546	0.02073318	0.012999714	0.0011842094	0.011176988	0.008758613
AT3G06670	0.11433865	0.14244685	0.20246665	0.0918557	0.07588697	0.1423192	0.1472913	0.16672017	0.109903045	0.104001485	0.1067926	0.12624487	0.055342384
AT3G06680	0.1708454	0.23296215	0.14526437	0.17523281	0.16970217	0.084604114	0.4005543	0.31126162	0.4986061	0.17567623	0.051331144	0.50952286	0.111879185
AT3G06690	0.0144762285	0.0071352124	0.056692485	0.018851371	0.01262608	0.008805506	0.081031255	0.02244953	0.022224216	0.016474694	0.012556792	0.021347715	0.027893672
AT3G06700	1.02962	1.5269153	1.0056149	1.1468714	1.3517482	0.82682073	1.7519696	1.1753258	2.2400446	1.4282603	0.79484135	2.3855562	1.0342786
AT3G06710	0.00059781875	0.00012339695	0.0	0.00063412933	0.0	0.0004448183	0.0038833418	0.0010228021	0.002196361	0.0021603785	0.0	0.006184774	0.0
AT3G06720	0.5096296	0.19431643	0.23730974	0.679415	0.91136587	0.2910626	0.25594682	0.33657932	0.9039615	0.92135626	0.3004661	0.8680904	1.3054162
AT3G06730	0.020303113	0.0014275996	0.021886593	0.018890912	0.021695018	0.0066311434	0.03473957	0.015540542	0.03700995	0.016010674	0.0027085198	0.014586279	0.0069787293
AT3G06740	0.10448662	0.033673093	0.025300324	0.06909316	0.0137634	0.09798468	0.0528637	0.05995766	0.04502154	0.025912408	0.025054721	0.06908341	0.0
AT3G06750	0.22714911	0.023161177	0.026603699	0.33002308	0.16780843	0.3183613	0.022717442	0.04770795	0.1329133	0.20590872	0.032480847	0.221933	0.24827197
AT3G06760	0.6403367	0.49900618	0.5413665	0.38169736	0.3912445	0.5139354	0.57113016	0.42663407	0.3720543	0.42686436	0.44216418	0.33055294	0.39985037
AT3G06770	0.108668335	0.03560361	0.008263718	0.060957875	0.024659572	0.2817614	0.014631519	0.08770866	0.03662713	0.041989483	0.16354766	0.04732071	0.05211148
AT3G06778	0.2159713	0.037372947	0.0976645	0.0125103025	0.0066225487	0.08610977	0.03412384	0.1430707	0.012047126	0.030545486	0.8986452	0.0033693116	0.008630594
AT3G06780	0.21470287	0.18071266	0.2844466	0.097464226	0.07524243	0.1463406	0.3205454	0.14406903	0.07540235	0.099410884	0.19856618	0.050813008	0.06938933
AT3G06790	0.09624793	0.027184077	0.07693875	0.0679111	0.10356163	0.043213487	0.17301299	0.079694636	0.15532282	0.064569764	0.025992125	0.040854692	0.028975325
AT3G06810	0.051333357	0.024069749	0.14009869	0.13255739	0.04538451	0.050402645	0.076612316	0.038798284	0.10302169	0.068559654	0.01595049	0.0039524203	0.06077636
AT3G06820	0.025602816	0.027517898	0.023020122	0.02241021	0.02490678	0.029184366	0.028374877	0.0229584	0.03150659	0.021471085	0.018148528	0.047813866	0.012510732
AT3G06840	0.014903509	0.0	0.006194566	0.002430353	0.0	0.00736881	0.025266735	0.011652053	0.0025946847	0.002979027	0.0	0.0	0.0
AT3G06850	0.22292358	0.08395647	0.17575832	0.1806282	0.049253594	0.1796257	0.38529146	0.12813467	0.17785428	0.082203545	0.039630808	0.024002917	0.016079025
AT3G06860	0.1852922	0.38219297	0.5566274	0.14934881	0.16422449	0.24361277	0.41880068	0.33944544	0.15609334	0.122650295	0.24332343	0.17935902	0.14442515
AT3G06868	0.012211492	0.023864612	0.024097152	0.01101593	0.0014252805	0.064693026	0.055801015	0.060211346	0.0035116514	0.0075089037	0.00050266885	0.0	0.003966352
AT3G06890	0.018773878	0.034165822	0.07787773	0.023122042	0.0054159528	0.046688985	0.1938277	0.09229488	0.013951314	0.028279552	0.010302754	0.007465175	0.053533137
AT3G06900	0.001188988	0.0001338884	0.0	0.0	0.0038282974	0.00027424714	0.0	0.0	0.0003778162	0.0	0.0	0.0030443836	0.0
AT3G06910	0.0074887257	0.0070327716	0.009430958	0.0015833536	0.0	0.008693528	0.016455187	0.011886591	0.0056993808	0.0054145525	0.012138575	0.01583699	0.003966352
AT3G06920	0.00028343484	0.00072066044	0.012275296	0.0038985757	0.00044803607	0.0004858741	0.00960116	0.0020251712	0.00462881	0.0022258447	0.0	0.0053494354	0.0
AT3G06930	0.03362064	0.015155338	0.02917862	0.03379823	0.030188128	0.013846956	0.067370884	0.026407514	0.058822457	0.031160787	0.0073074577	0.06448808	0.0
AT3G06950	0.0058787144	0.004671087	0.012108957	0.009374278	0.010562254	0.0053804847	0.01538096	0.0068734083	0.011600572	0.005876078	0.0	0.004050116	0.0
AT3G06960	0.08929078	0.022362135	0.05249526	0.04079382	0.08243981	0.04744774	0.1040382	0.039384987	0.08775387	0.05918948	0.014202298	0.094487965	0.056942564
AT3G06962	0.0016394011	0.00012339695	0.0	0.0053141727	0.39788735	0.0	0.0022935905	0.0015664253	0.0007883694	0.0055783996	0.014331348	0.0	0.03166753
AT3G06980	0.005041441	0.00070478284	0.01592562	0.01707102	0.0072775194	0.0059324442	0.023410657	0.011444758	0.016472133	0.010518169	0.0	0.004040597	0.0051808073
AT3G06990	0.0	0.011404056	0.0	0.0	0.0060320487	0.00448615	0.0110609	0.017767094	0.0002917573	0.00034949923	0.0	0.0014166462	0.0
AT3G07000	0.0024542736	0.04896165	0.008534171	0.007616269	0.0047534206	0.0054411897	0.030119427	0.072492115	0.0056378753	0.011555629	0.004792861	0.0	0.0
AT3G07005	0.00085127016	0.0034704632	0.0	0.002318029	0.0	0.0036988028	0.0	0.0008597428	0.00043983394	0.00046503852	0.0	0.0	0.0
AT3G07010	0.47004157	0.2596393	0.04453322	0.19341667	0.2022431	0.944336	0.065425225	0.53247446	0.14000109	0.12253911	0.06052318	0.12919231	0.17720588
AT3G07020	0.2735759	0.13765731	0.1872399	0.19526868	0.32560906	0.25241542	0.2895978	0.19953059	0.1999274	0.2736174	0.5244646	0.25568843	0.47692108
AT3G07030	0.031362474	0.008909347	0.028357523	0.010149441	0.010399194	0.023262018	0.05085396	0.03032377	0.02761702	0.019694833	0.0011842094	0.013397689	0.0047921017
AT3G07040	0.00022527552	0.0068252524	0.0023079368	0.000550237	0.0	0.0012920569	0.001335734	0.0020493756	0.0011147077	0.0014056728	0.0	0.0	0.0
AT3G07050	0.07678913	0.032545995	0.07300621	0.03911753	0.03730173	0.028083878	0.13560209	0.09032994	0.11500992	0.06811048	0.0065464308	0.14653504	0.0
AT3G07060	0.005470804	0.010175853	0.018327324	0.0008451206	0.015577166	0.0073561673	0.02080705	0.008482854	0.0073748054	0.0011638869	0.0023704364	0.006580597	0.0
AT3G07070	0.0040552304	0.4593046	0.0076854494	0.017461596	0.014844496	0.012719965	0.006999262	0.013310914	0.018105906	0.0069923294	0.0049481313	0.0011398635	0.032937933
AT3G07080	0.02993108	0.015353456	0.020419057	0.027755847	0.004828454	0.017683642	0.030166365	0.02153669	0.01941779	0.012530239	0.045312885	0.03895712	0.045003083
AT3G07090	1.0684093	0.9073484	1.696884	0.8802162	0.77850604	0.9160385	1.366242	1.1580766	0.9189742	0.97922367	1.4543061	0.9590279	1.2631842
AT3G07100	0.14782411	0.30504918	0.203839	0.08784065	0.1611509	0.20849271	0.23264314	0.23734078	0.11539457	0.14271024	0.18258291	0.15465926	0.114483744
AT3G07110	0.4424831	0.848533	0.60199195	0.5288611	0.371165	0.31680155	1.2822303	0.7159391	1.3139014	0.62930316	0.351572	1.6169971	0.4598332
AT3G07120	0.004250709	0.0022372801	0.00788626	0.006839775	0.0009772445	0.0012941154	0.013097559	0.0048494297	0.005062476	0.002163497	0.0015777003	0.012004631	0.0
AT3G07130	0.03735883	0.002187978	0.04662216	0.19747604	0.122458234	0.018006783	0.04636504	0.012474205	0.1634828	0.13721609	0.030620646	0.129513	0.30974594
AT3G07140	0.049927145	0.0904201	0.03406359	0.05308357	0.03211252	0.047226463	0.06525926	0.060892478	0.057689194	0.0367144	0.026080238	0.097228594	0.017381115
AT3G07150	0.0012902702	0.00077510596	0.0	0.0010333848	0.0046983403	0.0003169799	0.0027559097	0.00026381898	0.00042574084	0.0	0.0	0.0	0.0051808073
AT3G07160	0.14224471	0.13978228	0.4599978	0.10280164	0.1382543	0.19155268	0.36374924	0.28502473	0.10318992	0.10962486	0.19824141	0.14902495	0.24560863
AT3G07170	0.29373905	0.3044243	0.19887711	0.22968806	0.28315505	0.25131	0.3316099	0.2317685	0.30978352	0.23061132	0.29715502	0.3258545	0.32185486
AT3G07180	0.1523619	0.08708123	0.119002655	0.12376888	0.14546423	0.12103239	0.19341573	0.11036299	0.16914903	0.11711887	0.16114831	0.2668202	0.16341567
AT3G07190	0.011674111	0.0040016803	0.027522	0.028734157	0.004211629	0.015722558	0.018158076	0.0118226735	0.023871979	0.020909797	0.008703912	0.020610709	0.052183803
AT3G07195	0.010823085	0.26311725	0.014294048	0.010088508	0.009857252	0.028236685	0.015888257	0.26176542	0.019629477	0.013907459	0.027668007	0.024115877	0.025438339
AT3G07200	0.025186239	0.005192412	0.017722873	0.061899014	0.014887393	0.020508388	0.052276313	0.027309673	0.06144248	0.023170395	0.01404553	0.022404596	0.098075114
AT3G07210	0.04294069	0.0329994	0.028543131	0.020307928	0.027684946	0.109634034	0.06600964	0.046282254	0.03495908	0.033853374	0.053217277	0.024896279	0.18937162
AT3G07215	0.00940636	0.012316158	0.021390548	0.018100217	0.022875737	0.01313047	0.04190785	0.017958026	0.021812832	0.04681687	0.03803932	0.114169866	0.015202507
AT3G07220	0.16049951	0.17081591	0.13230123	0.12218237	0.09642844	0.12049645	0.14484613	0.10472845	0.12773032	0.13208275	0.096739694	0.12116954	0.17920777
AT3G07230	0.12733428	0.07556841	0.08421857	0.09921152	0.0887723	0.102776535	0.14866337	0.11053633	0.19448341	0.11115124	0.11067892	0.30099443	0.16261566
AT3G07255	0.13547975	0.031168018	0.14967757	0.047501028	0.09838712	0.099066086	0.31118208	0.15778567	0.041209824	0.026070107	0.04943515	0.036794733	0.037817683
AT3G07270	0.13427104	0.18479072	0.17950639	0.1426599	0.07853107	0.25358847	0.29159135	0.17387995	0.1932125	0.23552853	0.3076451	0.25457755	0.11581344
AT3G07273	0.017440664	0.028250568	0.06797292	0.0023037633	0.022924487	0.025155382	0.04289835	0.031948347	0.008796579	0.010489039	0.0075685387	0.0063575367	0.03271057
AT3G07290	0.0	0.00040663485	0.0	0.0002653661	0.0045369635	0.002683444	0.0032899755	0.00031727343	0.0026122194	0.0001999638	0.0	0.0	0.0
AT3G07300	0.094392136	0.110446654	0.13865289	0.12220669	0.11125916	0.06145559	0.18396372	0.08902926	0.12811832	0.112057805	0.052853923	0.1801765	0.11509957
AT3G07310	0.027765043	0.019016668	0.1980343	0.43914607	0.22435676	0.11209898	0.22409166	0.04456984	0.2911737	0.34726822	0.43904826	0.08179825	0.013404206
AT3G07320	0.07348866	0.12947273	0.3654638	0.012503002	0.028911987	0.10685537	0.89468026	0.22363447	0.03030626	0.055330295	0.04681014	0.081562564	0.06326276
AT3G07330	0.13574262	0.2994	0.07165552	0.060443673	0.06248154	0.24716125	0.16754356	0.2259174	0.07941506	0.06644595	0.19632894	0.1426929	0.13184333
AT3G07340	0.27944714	0.5067042	0.7889817	0.34506142	0.2818003	0.3928325	0.8044213	0.45912853	0.2343906	0.27714148	0.26602986	0.20922019	0.33100346
AT3G07350	0.5608345	0.3957732	1.0016687	0.53526354	0.42578584	0.32766476	1.1021101	0.4642781	0.3695503	0.31888255	0.11682659	0.33849525	0.40527004
AT3G07360	0.13631435	0.31282404	0.3914922	0.19639662	0.46653903	0.19542195	0.2713485	0.11970067	0.13234779	0.2177583	0.15196128	0.2896553	0.3806055
AT3G07370	0.097432844	0.14268048	0.30909935	0.09406375	0.088834696	0.09438379	0.23923463	0.13648789	0.08398971	0.08479475	0.04307229	0.11143023	0.096474
AT3G07390	0.07453512	0.22755978	1.7120879	0.038630288	0.03578605	0.16348724	1.2584885	0.59259355	0.05200512	0.08747949	0.021590661	0.093868874	0.057764947
AT3G07400	0.04451978	0.08419527	0.23469031	0.03934219	0.019547718	0.054825447	0.19607036	0.08655968	0.036250085	0.043611966	0.025412526	0.029046133	0.09430459
AT3G07410	0.0431873	0.09616773	0.52831346	0.013729053	0.008806627	0.04953807	0.4969452	0.06569841	0.033959474	0.043823484	0.026159635	0.032344643	0.09543212
AT3G07420	0.0005687366	0.0	0.0	0.0050560683	0.012683975	0.0019717715	0.0019359073	0.0010444237	0.0035364467	0.0012926444	0.0	0.0	0.009352501
AT3G07425	0.0029626584	0.0025005566	0.008461906	0.16959396	0.07498141	0.0040934756	0.002731408	0.0060825637	0.06098457	0.40182304	0.022918759	0.32857516	0.12353119
AT3G07430	0.060544793	0.041179534	0.03823083	0.1015023	0.1088244	0.03173729	0.06376593	0.045689333	0.17024721	0.12238704	0.025069026	0.15155494	0.052638624
AT3G07440	0.02079009	0.013374385	0.09419529	0.012230658	0.034905054	0.018720504	0.14010818	0.040769316	0.05102851	0.028640639	0.079569265	0.048451606	0.01338033
AT3G07460	0.8541565	0.49332374	0.10268891	0.28242713	0.15855919	1.0431845	0.13292561	0.5539436	0.23633963	0.19138591	0.36120123	0.26873556	0.2704791
AT3G07470	0.6534995	0.521683	0.2560111	0.29985714	0.19786327	0.690803	0.17995216	0.4757449	0.23598844	0.23878576	0.29616266	0.32684988	0.19568431
AT3G07480	1.5672541	2.0346138	0.96497965	1.5294126	1.9090354	1.5729284	1.2737563	1.5578804	1.6798334	1.5781472	1.5838464	2.114327	1.2876507
AT3G07490	0.0010316891	0.15342808	0.0	0.0011891046	0.0	0.0010037961	0.0014502892	0.002272392	0.0040202076	0.0	0.0	0.0	0.0
AT3G07500	0.027003156	0.00029397817	0.0	0.004124037	0.0081704995	0.002529786	0.0025659127	0.0009741786	0.012748004	0.001505193	0.00091517775	0.0	0.0
